Datum;BundeslandID;Name;TestungenApotheken;TestungenApothekenPCR;TestungenApothekenAntigen;TestungenBetriebe
07.04.2021;4;Oberösterreich;193151;0;193151;182449
07.04.2021;5;Salzburg;154953;0;154953;65158
07.04.2021;6;Steiermark;326025;0;326025;240734
07.04.2021;7;Tirol;197728;0;197728;45298
07.04.2021;8;Vorarlberg;80054;0;80054;30381
07.04.2021;9;Wien;606562;0;606562;183363
07.04.2021;10;Österreich;2042929;0;2042929;1136845
08.04.2021;1;Burgenland;146378;0;146378;38025
08.04.2021;2;Kärnten;108540;0;108540;50052
08.04.2021;3;Niederösterreich;249072;0;249072;317390
08.04.2021;4;Oberösterreich;202402;0;202402;191909
08.04.2021;5;Salzburg;161229;0;161229;68012
08.04.2021;6;Steiermark;339288;0;339288;250760
08.04.2021;7;Tirol;205905;0;205905;46742
08.04.2021;8;Vorarlberg;84574;0;84574;32068
08.04.2021;9;Wien;631785;0;631785;193076
